ID,Code,Subject,School,classroom,course,schedule,Professor ,Professor Email,gender,RequiredSubject,TypeOfSubject,students,required,in-class subject
5620,S4-6-5620,Modern Literature,Florida State University,C_2,4,3:00 PM,Ronald Potter,Ronald_Potter6576@womeona.net,Male,S2-10-343,Core,39,TRUE,TRUE
5621,S4-4-5621,German,University of South Florida,C_8,4,5:00 PM,George Bright,George_Bright1562@gmail.com,Male,S1-9-194,Core,14,FALSE,TRUE
5622,S3-3-5622,American Literature,University of Connecticut,C_10,3,5:00 PM,Tyler Larsen,Tyler_Larsen299@jiman.org,Male,S3-7-507,Interdisciplinary,24,TRUE,FALSE
5623,S3-7-5623,Grammar,Johns Hopkins University,C_2,3,11:00 AM,Hank Pearce,Hank_Pearce314@hourpy.biz,Male,S1-5-147,Core,41,FALSE,TRUE
5624,S1-5-5624,Mathematics,Harvard University,C_17,1,8:00 PM,Moira Powell,Moira_Powell3911@zorer.org,Female,S4-1-157,Core,20,FALSE,TRUE
5625,S1-8-5625,Resource Program,Iowa State University,C_1,1,2:00 PM,Moira Hunt,Moira_Hunt4816@nickia.com,Female,S1-2-816,Core,15,FALSE,TRUE
5626,S3-5-5626,Earth Science,University of Pittsburgh,C_6,3,8:00 PM,Peter Osmond,Peter_Osmond8748@gembat.biz,Male,S2-3-719,Optional,15,FALSE,TRUE
5627,S4-3-5627,German,University of Massachusetts Amherst,C_9,4,1:00 PM,Aleksandra Partridge,Aleksandra_Partridge4515@gompie.com,Female,S1-1-50,Core,39,TRUE,FALSE
5628,S2-10-5628,Art,Indiana University Bloomington,C_12,2,4:00 PM,Renee Nanton,Renee_Nanton2655@ovock.tech,Female,S1-6-497,Core,39,FALSE,FALSE
5629,S2-8-5629,Art,Boston University,C_5,2,7:00 PM,Regina Stevenson,Regina_Stevenson1956@twipet.com,Female,S3-10-792,Core,59,TRUE,TRUE
5630,S2-4-5630,Leadership,Massachusets Institute of Technology,C_8,2,6:00 PM,Ethan Wilde,Ethan_Wilde1125@naiker.biz,Male,S3-1-754,Core,58,TRUE,FALSE
5631,S1-8-5631,Leadership,Dartmouth College,C_16,1,11:00 AM,Harmony Savage,Harmony_Savage4678@nanoff.biz,Female,S4-8-962,Core,18,FALSE,TRUE
5632,S2-4-5632,Art,Rice University,C_2,2,9:00 AM,Ryan Poole,Ryan_Poole9137@acrit.org,Male,S2-3-742,Interdisciplinary,57,FALSE,TRUE
5633,S4-2-5633,Handwriting,Rutgers University - New Brunswick,C_2,4,4:00 PM,Erick Brennan,Erick_Brennan1560@corti.com,Male,S2-9-621,Core,35,FALSE,TRUE
5634,S2-9-5634,Grammar,Case Western Reserve University,C_19,2,4:00 PM,Tyler Webster,Tyler_Webster1899@twace.org,Male,S4-8-89,Core,46,FALSE,FALSE
5635,S4-6-5635,Mathematics,Pennsylvania State University,C_2,4,10:00 AM,Elena Heaton,Elena_Heaton3513@guentu.biz,Female,S1-7-821,Core,27,FALSE,TRUE
5636,S3-5-5636,English IV,Rensselaer Polytechnic University,C_8,3,12:00 AM,Eduardo Bentley,Eduardo_Bentley6720@deons.tech,Male,S4-3-182,Core,15,TRUE,TRUE
5637,S3-3-5637,Speech,Boston University,C_11,3,2:00 PM,Bart Jeffery,Bart_Jeffery9245@qater.org,Male,S1-2-617,Optional,33,TRUE,TRUE
5638,S3-2-5638,American Literature,Tulane University,C_9,3,8:00 AM,Barry Poole,Barry_Poole7372@bauros.biz,Male,S3-4-851,Core,42,FALSE,FALSE
5639,S4-1-5639,Handwriting,University of Chicago,C_17,4,7:00 PM,Dasha Wilkinson,Dasha_Wilkinson2357@gembat.biz,Female,S1-3-245,Core,12,FALSE,TRUE
5640,S4-3-5640,Physical Education,Harvard University,C_19,4,3:00 PM,Owen Edwards,Owen_Edwards5117@famism.biz,Male,S3-1-799,Interdisciplinary,38,FALSE,TRUE
5641,S1-2-5641,Spanish,University of South Florida,C_17,1,1:00 PM,Tyler Reid,Tyler_Reid9762@typill.biz,Male,S2-2-677,Core,28,TRUE,FALSE
5642,S4-2-5642,American Literature,Carnegie Mellon University,C_16,4,6:00 PM,Nick Ebbs,Nick_Ebbs9826@mafthy.com,Male,S4-9-933,Core,19,TRUE,FALSE
5643,S4-2-5643,Sociology,Cornell University,C_16,4,11:00 AM,Luke Wade,Luke_Wade909@twace.org,Male,S3-2-883,Optional,29,FALSE,TRUE
5644,S3-7-5644,Physical Education,University of California,C_5,3,3:00 PM,Isabella Heaton,Isabella_Heaton167@brety.org,Female,S1-4-202,Core,20,FALSE,FALSE
5645,S1-5-5645,Art,Duke University,C_4,1,1:00 PM,Brad Leigh,Brad_Leigh1503@gembat.biz,Male,S1-2-116,Core,31,TRUE,FALSE
5646,S3-3-5646,Leadership,Columbia University,C_5,3,8:00 AM,Melanie Gibson,Melanie_Gibson6547@ubusive.com,Female,S3-4-655,Core,22,TRUE,FALSE
5647,S4-8-5647,Language Arts,The New School,C_3,4,12:00 AM,Maya Tanner,Maya_Tanner5773@gompie.com,Female,S2-10-15,Interdisciplinary,38,FALSE,FALSE
5648,S3-9-5648,Design and technology,University of Vermont,C_12,3,3:00 PM,Angel Vaughan,Angel_Vaughan1546@guentu.biz,Female,S1-10-499,Optional,59,FALSE,FALSE
5649,S4-9-5649,Spanish,Lehigh University,C_18,4,2:00 PM,Michael Wheeler,Michael_Wheeler4916@naiker.biz,Male,S3-7-106,Optional,32,FALSE,FALSE
5650,S4-6-5650,Handwriting,University of Illinois,C_4,4,9:00 AM,Alba Ralph,Alba_Ralph6024@bulaffy.com,Female,S1-7-29,Core,26,TRUE,FALSE
5651,S1-4-5651,Design and technology,University of Delaware,C_7,1,3:00 PM,Peyton Rees,Peyton_Rees4968@dionrab.com,Female,S4-2-111,Interdisciplinary,31,FALSE,FALSE
5652,S1-10-5652,Ecology,Case Western Reserve University,C_13,1,2:00 PM,Bob Norburn,Bob_Norburn2154@vetan.org,Male,S3-10-675,Core,18,TRUE,TRUE
5653,S1-9-5653,Art,Colorado State University,C_11,1,2:00 PM,Martha Morris,Martha_Morris7724@gompie.com,Female,S3-9-699,Interdisciplinary,52,TRUE,FALSE
5654,S3-3-5654,Economics,University of Kansas,C_16,3,4:00 PM,Hayden Russell,Hayden_Russell194@kideod.biz,Male,S1-9-306,Core,14,TRUE,TRUE
5655,S4-9-5655,LOGIC,University of Minnesota,C_6,4,9:00 AM,Louise Chester,Louise_Chester9799@supunk.biz,Female,S3-9-231,Core,59,FALSE,FALSE
5656,S3-1-5656,Dramatics,University of Connecticut,C_15,3,8:00 PM,Sloane Matthews,Sloane_Matthews5084@sveldo.biz,Female,S2-3-812,Core,46,TRUE,FALSE
5657,S4-8-5657,German,University of Texas at Austin,C_1,4,5:00 PM,Teagan Olson,Teagan_Olson8023@deons.tech,Female,S4-8-19,Interdisciplinary,33,TRUE,FALSE
5658,S1-6-5658,English IV,Arizona State University,C_12,1,4:00 PM,Javier Flett,Javier_Flett9606@twipet.com,Male,S1-5-462,Core,28,FALSE,TRUE
5659,S1-2-5659,French,The Ohio State University,C_9,1,4:00 PM,Jane Tate,Jane_Tate7444@ovock.tech,Female,S2-8-876,Interdisciplinary,51,TRUE,FALSE
5660,S1-1-5660,Science,Texas A&M University,C_10,1,8:00 PM,Sarah Murray,Sarah_Murray8263@gmail.com,Female,S3-9-391,Interdisciplinary,32,TRUE,TRUE
5661,S4-2-5661,Speech,University of Hawai,C_9,4,11:00 AM,Mike Dwyer,Mike_Dwyer5673@yahoo.com,Male,S1-6-561,Core,59,TRUE,FALSE
5662,S2-5-5662,Health,Pennsylvania State University,C_9,2,2:00 PM,Aiden Boyle,Aiden_Boyle9253@gmail.com,Male,S3-8-178,Optional,36,TRUE,TRUE
5663,S4-8-5663,Trigonometry,Dartmouth College,C_8,4,1:00 PM,Remy Nobbs,Remy_Nobbs2377@elnee.tech,Female,S1-8-789,Core,46,FALSE,FALSE
5664,S1-5-5664,Music,Wake Forest University,C_5,1,6:00 PM,Eryn Kelly,Eryn_Kelly7759@qater.org,Female,S3-6-227,Core,48,FALSE,TRUE
5665,S2-3-5665,LOGIC,Washington State University,C_19,2,9:00 AM,Abbey Tennant,Abbey_Tennant5766@dionrab.com,Female,S2-9-108,Optional,13,FALSE,TRUE
5666,S3-8-5666,Grammar,University of Delaware,C_11,3,2:00 PM,Alexander Fox,Alexander_Fox7831@iatim.tech,Male,S4-7-279,Core,18,FALSE,FALSE
5667,S2-10-5667,Instrumental Music,University of Massachusetts Amherst,C_8,2,11:00 AM,Harvey Kelly,Harvey_Kelly5281@famism.biz,Male,S1-1-126,Core,26,TRUE,FALSE
5668,S4-2-5668,Basic Math,Northeastern University,C_15,4,6:00 PM,Bob Norburn,Bob_Norburn2154@vetan.org,Male,S1-8-169,Core,58,FALSE,TRUE
5669,S1-8-5669,Art,Brown University,C_19,1,8:00 PM,Erick Pearson,Erick_Pearson5977@jiman.org,Male,S3-4-885,Core,51,FALSE,FALSE
5670,S3-7-5670,History,Michigan State University,C_8,3,3:00 PM,Rihanna Salt,Rihanna_Salt3025@dionrab.com,Female,S3-8-805,Core,51,FALSE,FALSE
5671,S4-3-5671,Ancient Civilizations,Wake Forest University,C_12,4,6:00 PM,Analise Burnley,Analise_Burnley907@irrepsy.com,Female,S4-10-297,Core,19,TRUE,FALSE
5672,S3-5-5672,Resource Program,Vanderbilt University,C_17,3,11:00 AM,Josh Hunter,Josh_Hunter3615@deavo.com,Male,S4-6-346,Core,16,FALSE,TRUE
5673,S4-5-5673,Science,Indiana University Bloomington,C_16,4,3:00 PM,Victoria Poole,Victoria_Poole6181@atink.com,Female,S3-7-44,Core,52,TRUE,FALSE
5674,S1-1-5674,Ecology,North Carolina State University,C_11,1,10:00 AM,Deborah Gibbons,Deborah_Gibbons8018@liret.org,Female,S1-1-50,Core,29,FALSE,TRUE
5675,S2-2-5675,Physical Education,Wake Forest University,C_14,2,4:00 PM,Ivette Rossi,Ivette_Rossi9700@dionrab.com,Female,S1-9-985,Core,13,TRUE,TRUE
5676,S4-2-5676,Basic Math,Case Western Reserve University,C_13,4,1:00 PM,Adelaide Cox,Adelaide_Cox4788@mafthy.com,Female,S2-1-800,Core,51,FALSE,TRUE
5677,S1-7-5677,Instrumental Music,North Carolina State University,C_6,1,11:00 AM,Caleb Raven,Caleb_Raven2497@zorer.org,Male,S4-4-480,Core,47,FALSE,TRUE
5678,S2-1-5678,Physical Education,Indiana University Bloomington,C_12,2,3:00 PM,Josephine Davies,Josephine_Davies4352@mafthy.com,Female,S4-9-987,Interdisciplinary,19,FALSE,TRUE
5679,S3-1-5679,Handwriting,University of California,C_4,3,3:00 PM,Julia Wright,Julia_Wright1378@eirey.tech,Female,S4-8-735,Core,36,TRUE,TRUE
5680,S2-2-5680,Speech,Howard University,C_14,2,11:00 AM,Jacqueline Irving,Jacqueline_Irving4340@atink.com,Female,S3-3-555,Core,27,TRUE,FALSE
5681,S3-5-5681,Handwriting,University of Virginia,C_18,3,6:00 PM,Martha Corbett,Martha_Corbett7021@twipet.com,Female,S3-2-413,Core,45,TRUE,FALSE
5682,S3-6-5682,Accounting,University of Maryland,C_1,3,1:00 PM,Benjamin Giles,Benjamin_Giles1827@fuliss.net,Male,S4-8-370,Core,44,TRUE,TRUE
5683,S2-10-5683,History,University at Buffalo SUNY,C_16,2,2:00 PM,Alice Watson,Alice_Watson7879@mafthy.com,Female,S1-1-574,Core,34,FALSE,TRUE
5684,S3-2-5684,Language Arts,Duke University,C_3,3,1:00 PM,Moira Hunt,Moira_Hunt4816@nickia.com,Female,S4-10-302,Optional,12,FALSE,TRUE
5685,S1-2-5685,Geography,Columbia University,C_10,1,6:00 PM,Elisabeth Stevenson,Elisabeth_Stevenson2736@muall.tech,Female,S3-1-463,Core,37,FALSE,FALSE
5686,S1-6-5686,LOGIC,Rutgers University - New Brunswick,C_14,1,5:00 PM,Gabriel Squire,Gabriel_Squire459@hourpy.biz,Male,S3-5-697,Optional,20,TRUE,TRUE
5687,S3-4-5687,Science,University at Buffalo SUNY,C_10,3,4:00 PM,Elijah Rothwell,Elijah_Rothwell854@hourpy.biz,Male,S2-3-742,Core,58,TRUE,FALSE
5688,S1-7-5688,Accounting,North Carolina State University,C_4,1,10:00 AM,Johnny Richardson,Johnny_Richardson5296@kideod.biz,Male,S4-1-928,Optional,28,FALSE,TRUE
5689,S1-2-5689,Science,University of Texas at Austin,C_5,1,10:00 AM,Alan Ellery,Alan_Ellery4397@cispeto.com,Male,S2-4-91,Core,58,FALSE,FALSE
5690,S3-8-5690,Earth Science,Stony Brook University,C_12,3,8:00 AM,Daniel Bowen,Daniel_Bowen3069@gompie.com,Male,S2-3-812,Optional,17,FALSE,TRUE
5691,S1-6-5691,Science,The University of Arizona,C_11,1,8:00 AM,Alan Riley,Alan_Riley7340@gompie.com,Male,S2-3-229,Core,39,TRUE,FALSE
5692,S2-7-5692,German,Johns Hopkins University,C_6,2,8:00 AM,Tara Roberts,Tara_Roberts1428@bauros.biz,Female,S2-1-878,Interdisciplinary,31,TRUE,TRUE
5693,S3-7-5693,Music,Emory University,C_20,3,9:00 AM,Macy Terry,Macy_Terry1257@corti.com,Female,S4-3-909,Core,24,TRUE,FALSE
5694,S2-1-5694,French,The Katz School at Yeshiva University,C_14,2,2:00 PM,Ramon Ellis,Ramon_Ellis1184@dionrab.com,Male,S2-1-683,Core,45,TRUE,TRUE
5695,S2-4-5695,LOGIC,Colorado State University,C_10,2,1:00 PM,Maria Salt,Maria_Salt7792@irrepsy.com,Female,S1-8-169,Core,29,TRUE,FALSE
5696,S4-6-5696,German,Florida State University,C_20,4,8:00 PM,Eden Torres,Eden_Torres7680@deavo.com,Female,S4-7-513,Core,45,FALSE,FALSE
5697,S1-2-5697,Design and technology,University of Pittsburgh,C_10,1,5:00 PM,Harry Powell,Harry_Powell7977@gmail.com,Male,S1-9-47,Core,55,FALSE,FALSE
5698,S1-9-5698,American Literature,Clark University,C_17,1,11:00 AM,Chris Weldon,Chris_Weldon5541@joiniaa.com,Male,S3-4-838,Interdisciplinary,29,FALSE,TRUE
5699,S4-2-5699,Basic Math,Carnegie Mellon University,C_16,4,10:00 AM,Barry Gunn,Barry_Gunn884@qater.org,Male,S1-6-959,Optional,26,FALSE,TRUE
5700,S4-5-5700,Basic Math,Duke University,C_12,4,10:00 AM,Elena Carpenter,Elena_Carpenter8163@nimogy.biz,Female,S4-9-867,Interdisciplinary,14,FALSE,TRUE
5701,S2-1-5701,French,Boston College,C_9,2,6:00 PM,Emerald Nelson,Emerald_Nelson5670@liret.org,Female,S3-4-277,Core,19,TRUE,TRUE
5702,S3-1-5702,Sociology,Illinois Institute of Technology,C_11,3,3:00 PM,Wade Farmer,Wade_Farmer8807@nanoff.biz,Male,S4-10-519,Core,53,TRUE,FALSE
5703,S3-5-5703,Dramatics,Georgia Institute of Technology,C_20,3,1:00 PM,Hayden Whinter,Hayden_Whinter4286@twipet.com,Female,S3-2-485,Core,30,FALSE,FALSE
5704,S4-2-5704,Handwriting,Boston University,C_8,4,3:00 PM,Chuck Brock,Chuck_Brock7756@gmail.com,Male,S1-7-826,Core,55,TRUE,TRUE
5705,S2-2-5705,Latin,Massachusets Institute of Technology,C_7,2,8:00 PM,Phillip James,Phillip_James3910@vetan.org,Male,S2-9-613,Optional,51,FALSE,TRUE
5706,S2-9-5706,Latin,University of Texas at Austin,C_14,2,8:00 AM,Ally Rothwell,Ally_Rothwell8619@zorer.org,Female,S3-6-684,Core,36,FALSE,FALSE
5707,S4-5-5707,Resource Program,University of California,C_16,4,8:00 AM,Lily Edley,Lily_Edley3222@ovock.tech,Female,S4-9-195,Core,59,FALSE,TRUE
5708,S1-10-5708,Spanish,Purdue University,C_17,1,8:00 PM,Barry Johnson,Barry_Johnson8342@brety.org,Male,S4-4-762,Interdisciplinary,18,TRUE,TRUE
5709,S2-6-5709,Design and technology,University of Connecticut,C_11,2,7:00 PM,Jackeline Ingham,Jackeline_Ingham6711@ubusive.com,Female,S3-7-48,Core,19,FALSE,FALSE
5710,S2-10-5710,American Literature,Rice University,C_4,2,8:00 PM,Phillip James,Phillip_James3910@vetan.org,Male,S1-5-179,Optional,25,TRUE,FALSE
5711,S4-8-5711,Ancient Civilizations,Massachusets Institute of Technology,C_19,4,12:00 AM,Kieth Bentley,Kieth_Bentley1691@cispeto.com,Male,S4-2-100,Core,53,TRUE,FALSE
5712,S3-4-5712,Resource Program,The Ohio State University,C_11,3,3:00 PM,Michael Wheeler,Michael_Wheeler4916@naiker.biz,Male,S3-8-365,Optional,13,FALSE,FALSE
5713,S2-10-5713,LOGIC,Washington State University,C_10,2,5:00 PM,Bob Andersson,Bob_Andersson3701@twace.org,Male,S1-6-411,Core,56,FALSE,FALSE
5714,S3-5-5714,Ancient Civilizations,University of Utah,C_4,3,11:00 AM,Leroy Murphy,Leroy_Murphy779@zorer.org,Male,S4-10-297,Core,30,TRUE,TRUE
5715,S4-3-5715,Ecology,Duke University,C_1,4,5:00 PM,Moira Powell,Moira_Powell3911@zorer.org,Female,S2-6-732,Optional,23,FALSE,FALSE
5716,S3-2-5716,Modern Literature,University of Illinois,C_4,3,9:00 AM,Brad Weston,Brad_Weston3838@gembat.biz,Male,S2-4-188,Core,49,FALSE,TRUE
5717,S1-2-5717,Science,University of California,C_20,1,1:00 PM,Macy Terry,Macy_Terry1257@corti.com,Female,S1-5-462,Optional,16,TRUE,FALSE
5718,S2-4-5718,Earth Science,Tulane University,C_20,2,9:00 AM,Caitlyn Malone,Caitlyn_Malone3996@nickia.com,Female,S1-3-245,Core,44,FALSE,FALSE
5719,S2-5-5719,Latin,Virginia Polytechnic Institute and State University,C_9,2,6:00 PM,Rosa Khan,Rosa_Khan3014@tonsy.org,Female,S4-4-898,Interdisciplinary,15,FALSE,TRUE
5720,S1-8-5720,French,Lehigh University,C_6,1,9:00 AM,Domenic Gavin,Domenic_Gavin6955@deons.tech,Male,S1-4-763,Core,31,FALSE,TRUE
5721,S4-9-5721,Resource Program,University of Virginia,C_20,4,4:00 PM,Jack Patel,Jack_Patel7905@nickia.com,Male,S1-6-143,Interdisciplinary,47,FALSE,TRUE
5722,S2-3-5722,Music,Boston College,C_18,2,4:00 PM,Madelyn Faulkner,Madelyn_Faulkner2570@nickia.com,Female,S1-3-175,Core,21,TRUE,FALSE
5723,S1-6-5723,Grammar,Howard University,C_8,1,5:00 PM,Martha Morris,Martha_Morris7724@gompie.com,Female,S4-1-928,Core,53,TRUE,TRUE
5724,S4-10-5724,Art,Wake Forest University,C_1,4,6:00 PM,Daphne Ellison,Daphne_Ellison6208@nimogy.biz,Female,S3-5-293,Core,55,FALSE,FALSE
5725,S4-7-5725,English IV,Boston College,C_20,4,8:00 AM,Ethan Jobson,Ethan_Jobson3299@sheye.org,Male,S1-7-703,Core,13,FALSE,TRUE
5726,S4-10-5726,German,University of New Mexico,C_4,4,12:00 AM,Felicity Salt,Felicity_Salt9098@twace.org,Female,S1-2-9,Core,26,TRUE,FALSE
5727,S3-10-5727,Leadership,Cornell University,C_20,3,5:00 PM,Hank Shaw,Hank_Shaw6784@kideod.biz,Male,S3-3-566,Core,36,TRUE,TRUE
5728,S3-3-5728,Spanish,George Washington University,C_7,3,7:00 PM,Hayden Barclay,Hayden_Barclay4975@eirey.tech,Male,S2-1-318,Core,53,FALSE,TRUE
5729,S1-4-5729,Music,Rice University,C_11,1,7:00 PM,Domenic Osmond,Domenic_Osmond3549@gompie.com,Male,S4-10-660,Core,45,FALSE,TRUE
5730,S2-8-5730,Sociology,Stony Brook University,C_11,2,10:00 AM,Tess Thorpe,Tess_Thorpe6549@famism.biz,Female,S4-2-433,Core,35,TRUE,FALSE
5731,S1-1-5731,Music,University of Colorado,C_6,1,4:00 PM,Harry Powell,Harry_Powell7977@gmail.com,Male,S2-1-253,Core,21,FALSE,TRUE
5732,S1-8-5732,Resource Program,Tufts University,C_19,1,8:00 AM,Owen Warren,Owen_Warren8657@gembat.biz,Male,S3-7-183,Core,57,TRUE,FALSE
5733,S2-6-5733,Spanish,University of Maryland,C_11,2,8:00 PM,Sebastian Gilmore,Sebastian_Gilmore1309@hourpy.biz,Male,S4-9-587,Core,54,TRUE,TRUE
5734,S4-6-5734,French,University of South Florida,C_3,4,9:00 AM,Nate Collis,Nate_Collis2386@yahoo.com,Male,S1-1-80,Optional,56,FALSE,TRUE
5735,S1-1-5735,Mathematics,University at Buffalo SUNY,C_18,1,8:00 AM,Lexi James,Lexi_James6741@fuliss.net,Female,S2-3-372,Optional,17,FALSE,FALSE
5736,S1-8-5736,Trigonometry,Oregon State University,C_19,1,8:00 PM,Abdul Hope,Abdul_Hope8652@bungar.biz,Male,S1-4-79,Optional,36,FALSE,TRUE
5737,S1-5-5737,Grammar,Rutgers University - New Brunswick,C_16,1,12:00 AM,Erick Larkin,Erick_Larkin9848@elnee.tech,Male,S3-9-518,Core,54,TRUE,TRUE
5738,S1-2-5738,Design and technology,North Carolina State University,C_17,1,4:00 PM,Owen London,Owen_London3448@elnee.tech,Male,S1-3-284,Core,33,TRUE,FALSE
5739,S1-10-5739,Trigonometry,University of Iowa,C_4,1,6:00 PM,Sabina Potter,Sabina_Potter8649@vetan.org,Female,S3-8-400,Core,56,FALSE,TRUE
5740,S4-8-5740,Science,University of Oklahoma,C_16,4,11:00 AM,Sonya Radley,Sonya_Radley5635@grannar.com,Female,S2-3-347,Core,51,FALSE,FALSE
5741,S1-2-5741,Latin,New York University,C_9,1,12:00 AM,Johnny Herbert,Johnny_Herbert1200@brety.org,Male,S3-1-28,Core,59,FALSE,FALSE
5742,S1-10-5742,Spanish,Wake Forest University,C_16,1,7:00 PM,Carl Middleton,Carl_Middleton6952@zorer.org,Male,S1-8-628,Core,50,TRUE,FALSE
5743,S3-6-5743,Sociology,The Katz School at Yeshiva University,C_14,3,10:00 AM,Monica Khan,Monica_Khan4340@typill.biz,Female,S1-8-152,Core,20,FALSE,FALSE
5744,S2-10-5744,Ancient Civilizations,University of Notre Dame,C_13,2,11:00 AM,Ramon Ellis,Ramon_Ellis1184@dionrab.com,Male,S1-7-256,Core,22,TRUE,FALSE
5745,S4-7-5745,Earth Science,Iowa State University,C_15,4,1:00 PM,Rachael Oldfield,Rachael_Oldfield9795@jiman.org,Female,S3-6-227,Core,36,FALSE,FALSE
5746,S2-4-5746,Resource Program,New York University,C_9,2,12:00 AM,Destiny Williams,Destiny_Williams3640@twace.org,Female,S2-4-636,Core,47,FALSE,TRUE
5747,S4-9-5747,Mathematics,University of Massachusetts Amherst,C_15,4,3:00 PM,Sebastian Selby,Sebastian_Selby4573@dionrab.com,Male,S1-2-705,Core,55,FALSE,TRUE
5748,S3-2-5748,Ancient Civilizations,The University of Arizona,C_4,3,1:00 PM,Candace Nobbs,Candace_Nobbs6102@deons.tech,Female,S3-4-908,Core,28,FALSE,TRUE
5749,S1-10-5749,Dramatics,University of Chicago,C_19,1,5:00 PM,Jenna Dyson,Jenna_Dyson7136@deons.tech,Female,S2-7-139,Core,25,FALSE,TRUE
5750,S2-8-5750,Art,Massachusets Institute of Technology,C_1,2,4:00 PM,Davina Boyle,Davina_Boyle5752@dionrab.com,Female,S2-4-46,Optional,45,FALSE,FALSE
5751,S3-7-5751,German,North Carolina State University,C_1,3,1:00 PM,Jayden Mcguire,Jayden_Mcguire8493@supunk.biz,Male,S2-9-621,Core,37,TRUE,FALSE
5752,S1-3-5752,Basic Math,University of Texas at Austin,C_18,1,9:00 AM,Macy Terry,Macy_Terry1257@corti.com,Female,S3-8-338,Core,15,FALSE,TRUE
5753,S3-5-5753,Sociology,University of Delaware,C_16,3,5:00 PM,Rosa Robertson,Rosa_Robertson6812@bungar.biz,Female,S3-10-680,Optional,29,FALSE,TRUE
5754,S2-3-5754,German,Tufts University,C_1,2,2:00 PM,Harmony Willson,Harmony_Willson6697@acrit.org,Female,S4-6-184,Core,37,TRUE,TRUE
5755,S4-10-5755,Sociology,Brown University,C_3,4,11:00 AM,Caleb Patel,Caleb_Patel2315@bungar.biz,Male,S4-8-743,Optional,52,FALSE,TRUE
5756,S3-10-5756,Health,Washington State University,C_11,3,7:00 PM,Isabel Hobbs,Isabel_Hobbs8329@twace.org,Female,S3-7-641,Core,13,FALSE,TRUE
5757,S2-4-5757,Modern Literature,University of Chicago,C_7,2,8:00 AM,David Stevens,David_Stevens197@bungar.biz,Male,S3-1-798,Core,23,FALSE,FALSE
5758,S4-9-5758,Instrumental Music,Case Western Reserve University,C_18,4,8:00 PM,Vivian Coleman,Vivian_Coleman7277@nickia.com,Female,S3-2-910,Core,51,TRUE,FALSE
5759,S3-9-5759,Spanish,The University of Arizona,C_18,3,12:00 AM,Nick Wilson,Nick_Wilson722@joiniaa.com,Male,S4-10-980,Interdisciplinary,50,TRUE,FALSE
5760,S2-4-5760,Language Arts,University of California,C_5,2,8:00 PM,Kieth Farmer,Kieth_Farmer7314@twipet.com,Male,S3-4-471,Core,50,TRUE,TRUE
5761,S2-6-5761,Instrumental Music,University of Iowa,C_18,2,2:00 PM,Rachael Kelly,Rachael_Kelly7951@jiman.org,Female,S4-9-634,Optional,24,FALSE,FALSE
5762,S4-3-5762,Speech,The Katz School at Yeshiva University,C_9,4,1:00 PM,Julian Holt,Julian_Holt6103@bulaffy.com,Male,S2-2-203,Core,51,TRUE,TRUE
5763,S1-2-5763,Sociology,Oregon State University,C_12,1,11:00 AM,Madelyn Reading,Madelyn_Reading8834@famism.biz,Female,S4-3-182,Core,23,FALSE,TRUE
5764,S1-6-5764,Grammar,Yale University,C_19,1,3:00 PM,Britney Locke,Britney_Locke6017@guentu.biz,Female,S1-6-369,Core,25,TRUE,TRUE
5765,S4-6-5765,Modern Literature,The Katz School at Yeshiva University,C_9,4,12:00 AM,Shay Franks,Shay_Franks306@bretoux.com,Female,S2-5-135,Interdisciplinary,36,TRUE,FALSE
5766,S4-6-5766,Speech,The New School,C_20,4,2:00 PM,Tony Vangness,Tony_Vangness5155@typill.biz,Male,S2-2-203,Optional,58,FALSE,TRUE
5767,S2-9-5767,History,Howard University,C_14,2,2:00 PM,Ronald Rossi,Ronald_Rossi8011@muall.tech,Male,S3-9-165,Core,25,FALSE,TRUE
5768,S3-3-5768,Ancient Civilizations,Rensselaer Polytechnic University,C_3,3,12:00 AM,Joseph Andrews,Joseph_Andrews7444@womeona.net,Male,S2-10-814,Core,18,TRUE,TRUE
5769,S3-5-5769,Earth Science,University of Vermont,C_13,3,7:00 PM,Margot Heaton,Margot_Heaton7844@zorer.org,Female,S1-8-737,Core,17,TRUE,FALSE
5770,S2-9-5770,Health,University of Texas Dallas,C_3,2,5:00 PM,Martin Cox,Martin_Cox8421@eirey.tech,Male,S3-9-707,Optional,24,TRUE,TRUE
5771,S3-7-5771,Ecology,Rutgers University - New Brunswick,C_19,3,2:00 PM,Louise Morris,Louise_Morris1994@ovock.tech,Female,S1-7-601,Interdisciplinary,17,TRUE,TRUE
5772,S3-8-5772,Design and technology,The University of Georgia,C_19,3,9:00 AM,Logan Phillips,Logan_Phillips4342@gompie.com,Male,S3-5-243,Optional,12,TRUE,TRUE
5773,S1-2-5773,Economics,Cornell University,C_3,1,8:00 PM,Leroy Hepburn,Leroy_Hepburn3201@nickia.com,Male,S4-8-370,Core,32,FALSE,TRUE
5774,S4-7-5774,Sociology,Duke University,C_5,4,11:00 AM,Charlotte Gardner,Charlotte_Gardner4615@ovock.tech,Female,S3-3-752,Core,44,TRUE,FALSE
5775,S3-2-5775,Trigonometry,Princeton University,C_11,3,5:00 PM,Mina Drew,Mina_Drew5957@famism.biz,Female,S3-5-570,Core,46,TRUE,FALSE
5776,S4-10-5776,American Literature,Brandeis University,C_19,4,6:00 PM,Sage Henderson,Sage_Henderson2529@twipet.com,Female,S2-9-20,Optional,23,FALSE,TRUE
